text,label,technique
"Person1: Casandra. Old girlfriend?
Person2: Something like that.
Person1: Did she break your heart?
Person2: Something like that.
Person1: It looks old.     Did you get it a long time ago?
Person2: You ask a lot of questions.
Person1: That's how you get to know someone.       Did it hurt when you got it?
Person2: I don't remember.    I was drunk.
Person1: You got it in a bar?
Person2: No. I got it in prison. I went in for three years. When I came out she was married to my best friend. Happy?
Person1: Sorry.   I didn't mean to pry.
Person2: It's okay.   It was a long time ago.
Person1: I've been thinking about getting tattoo. You know, a flower or something. On my ass.",1,
"Person1: You awake?
Person2: You could call it that.  My eyes are open.
Person1: Me too.  I feel awake.
Person2: Good.
Person1: Wide awake.  I don't remember ever feelin' this awake.  Everything looks different.  You know what I mean.  I know you know what I mean. Everything looks new.  Do you feel like that?  Like you've got something to look forward to?",0,
"Person1: What's outside of Pleasantville?
Person2: Look it doesn't matter. It's not important.
Person1: What is it?",1,evasion
"Person1: You're still here?
Person2: I came back. I thought that's what you wanted.",1,accusation
"Person1: I didn't mean --
Person2: Am I on glue, or did I not get into the same law school you did, Warner?
Person1: Well, yeah, but --
Person2: But what? We took the same LSAT, we take the same classes --
Person1: I just don't want to see you get your hopes up. You know how you get.",1,
"Person1: What's this?
Person2: The main spire.
Person1: The... oh, the spire! How silly of me, it's as plain as day... Mr. Merrick, where did you learn to do this?
Person2: ...I learned a long time ago.",0,
"Person1: This feels stupid.
Person2: Good for a smart girl to feel stupid.  Part of your education.",0,
"Person1: She tryin' to work your ass against me, ain't she?
Person2: Yep.
Person1: You didn't even hafta say it. I know the woman.
Person2: Well, why the heck keep her around?
Person1: 'Cause she my fine little surfer gal. She can't do me no harm. Fact she think she can play you against me shows how little she knows. You could teach that bitch for days how it is 'tween me an you, she never understand a damn word.
Person2: Why do you let someone know your business you can't trust?
Person1: I don't hafta trust her, I know her.
Person2: What does that mean?
Person1: You can't trust Melanie. But you can always trust Melanie to be Melanie.",0,
"Person1: You don't think she'd be raped if she were captured?  You don't think the threat of rape would be used to leverage the men?
Person2: You broke a dozen training rules back there -- before I lost count.
Person1: I've had it.  Just because they pay me like a baby-sitter doesn't mean I'm gonna be one.
Person2: She's a trainee, just like the others.  Why are you coming down so hard?
Person1: She's an officer.  There's a higher standard.
Person2: She's a women, and that's why you're ridin' her bareback.
Person1: Of course it is.  And I'm gonna stay on her until everyone realizes this is not some bullshit equal-rights thing, that real lives are gonna be lost.  Maybe mine, maybe yours.
Person2: I oughtta report you.
Person1: I think you probably would -- if you didn't know I was right.",1,"rationalization,accusation,shaming or belittlement"
"Person1: What, did you see it work in some movie you got beat up in?
Person2: I have to ask you for that key.
Person1: What, the setup didn't work so you want the key back?
Person2: Catlett says if you don't open the locker the deal's off.
Person1: You serious? This is how you guys do business? I can't believe you aren't dead.",0,
"Person1: Hey Lieutenant, the boys in robbery have something I think you should look at.
Person2: What is it?
Person1: A tape from the surveillance camera at the First National Bank.  It was robbed this morning.
Person2: Really?  I want to make sure that I understand what you're telling me, Greley.  A crime was committed in New York City?  That is news.
Person1: The guy had a sword and was dressed like this guy.",0,
"Person1: Tell me.
Person2: Your mother mates out of season.
Person1: That's very colorful.  But see -- now I've got a problem.  I don't seem to be getting much cooperation from you, Porter.  So I guess we're gonna have to take this little session down to my office, ya know?",0,
"Person1: What are you doing here?
Person2: I felt like such a shit, pilgrim, after what I did to you -- not that I did anything wrong -- that I kept investigating, poking around. There's some poor s.o.b. in L.A. with his face all bent out of shape who you've damaged his movie career. Lucky for him, people don't look at his face.
Person1: Do the police want to arrest me?
Person2: Nah. They don't care about some faggot hustler. They're more interested in your daughter's health -- and yours. Like I am.
Person1: Yeah, sure.
Person2: Listen, pilgrim, you're way out on a limb here. You don't know what you're into.
Person1: You sure as hell haven't been any help.
Person2: I'm sorry about that. Have you found anything out? You've got to tell me.
Person1: Why don't you tell me something for a change?
Person2: Like what?
Person1: Who is Ratan?",1,"persuasion or seduction,intimidation"
"Person1: Did they give you a rough time?
Person2: No.  You bastard. You knew they'd come back.
Person1: No, I didn't,  Does Albert Swift still live over the ferry?
Person2: Get knotted.
Person1: All right. All right. I want to square things with you first.
Person2: Oh yes? How?",0,
"Person1: Weve been pawns in someones game. They tricked us into bringing the money to King. Not just elaborate.  Cock-sure.
Person2: And expensive.  Cost three million plus.",0,
"Person1: Yes -- what is it?
Person2: Open the door.  It's me.
Person1: Go away -- I'm busy.
Person2: I know what you're doing in there.
Person1: Don't be ridiculous and go away -- I'm busy working.
Person2: Where is Madame Trillaud?
Person1: How should I know.  Ask Roquier -- he's cleaning her dress.
Person2: What are you doing in there?
Person1: Oh -- now, this is absolutely ridiculous!  If you don't want to be humiliated in front of your guests, you will return to the table at once.
Person2: Will you be joining us, soon?
Person1: I will be there in five minutes.  Go back to your guests.
Person2: Five minutes.
Person1: Yes!!
Person2: Five minutes.
Person1: Goodbye.",1,"evasion,intimidation"
"Person1: I'll tell you later.
Person2: It's no just a house. It's his home. He's waiting there for me...to dream.
Person1: It's okay, babe.  We're with you.
Person2: I told you you can't help.  This isn't a normal nightmare. I'm doomed.",0,
"Person1: I don't understand, Jeanne... why did you do it?  Why?
Person2: And you?  Why did you lie?  You promised I could be confessed...
Person1: I know, Jeanne... it was the only way to save you from the fire!
Person2: It's not my body I want to save. It's my soul.",1,rationalization
"Person1: Runnin' off and worryin' people. Makin' it tougher on Clay than it is already.
Person2: Don't ask me because I won't tell you! I won't tell anybody! Go away!
Person1: Don't act so -- crazy.
Person2: I'm sorry. Let's go.
Person1: That's a good girl.",0,
"Person1: It's funny, when I first met you I thought you were such a weirdo...I still think you're a nut, but you're my nut.
Person2: Yeah...Are we going to do it or what? I still haven't packed.
Person1: Why are you being so grouchy--This is an important night for us...
Person2: Adam. Dollface. We had a physical relationship that served a purpose and now...
Person1: But, but that was before we started sharing stuff. Before I told you how I cried when Peepers died. I never told anyone that before.
Person2: And this Peepers was your...dog?  If it makes you feel better, I probably wasn't paying attention.
Person1: That doesn't make me feel better! Why are you being like this?
Person2: Don't raise your voice at--I gave you the ultimate male fantasy--sex, nothing on the side. Don't pretend we shared anything other than fluids.
Person1: Stop it, stop it, you satanic whore!",1,shaming or belittlement
"Person1: Would you shut up! I know what you ordered, I was there!
Person2: So why don't you give me my sandwhich?
Person1: What do you mean ""your sandwhich?"" I bought it.
Person2: Yah, all right...
Person1: How much money you got?
Person2: I told you, I just got change.
Person1: Well give me your change and we'll put your sandwhich on lay-away.
Person2: Why do you have to be rude, Chuckie?
Person1: I think you should establish a good line of credit.",1,"playing victim role,shaming or belittlement"
